"","ID","Release_number","interview_id","State","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","life_satisfaction","hd_occ","hd_ind","hd_wtr_unemployed","wtr_wf","hd_employ_status","wf_occ","wf_ind","hd_hrs_work_per_week","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_change_in_marital_status","hd_edu","wf_edu"
"114",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",115,1,3257,4,0,14,2015,51,1,48,0,0,1,2,0,0,5,1,5,0,0,0,5,14,14,0,0,3,260,0,5,110,3,1,1,5,0,0,1,3,5,0,0,11,12,1
"116",116,1,4735,4,2,14,2015,29,1,30,2,7,1,2,962,377,5,1,6,0,0,0,5,28,15,60000,0,2,185,8,2,130,3,1,1,1,2,8,1,1,1,2,0,14,14,5
"117",117,1,7731,4,1,14,2015,27,2,0,1,3,2,3,422,769,5,3,0,0,0,0,0,0,10,9600,0,4,165,8,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,5
"118",118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",119,1,2839,4,0,14,2015,53,1,58,0,0,1,1,232,786,5,1,1,43,19,0,5,15,10,70000,28000,1,180,0,1,130,6,1,1,1,2,99,3,1,1,5,99,17,14,1
"120",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",123,1,237,4,0,16,2015,77,2,0,0,0,4,2,0,0,5,3,0,0,0,0,0,0,0,0,0,3,999,1,0,0,0,0,0,0,0,0,1,1,1,1,8,13,0,2
"124",124,1,684,27,0,16,2015,53,2,0,0,0,4,2,460,847,5,3,0,0,0,0,0,0,2,19000,0,2,200,4,0,0,0,0,0,0,0,0,1,2,1,5,8,17,0,2
"125",125,1,4663,4,0,16,2015,52,1,52,1,17,1,2,420,916,5,1,6,0,0,0,5,18,24,6000,0,2,165,5,3,185,3,3,1,1,3,8,1,2,1,1,8,13,15,1
"126",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,1,6761,4,8,16,2015,57,1,48,1,16,1,2,413,866,5,1,1,330,729,0,5,10,4,48000,52000,1,180,2,3,130,2,1,1,1,4,1,1,1,1,2,1,14,16,8
"128",128,1,7093,27,8,16,2015,41,1,35,10,1,1,1,913,617,1,1,6,0,0,0,5,100,0,20500,0,3,195,0,3,160,6,1,1,1,1,8,1,2,1,5,8,17,13,8
"129",129,1,8487,4,0,16,2015,25,1,0,0,0,2,3,490,838,1,2,0,0,0,0,0,0,0,1750,0,1,160,6,0,0,0,0,0,0,0,0,3,3,1,0,99,12,0,2
"130",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,1,3464,32,0,16,2015,35,1,31,2,5,1,1,790,389,5,1,1,476,538,0,5,20,5,40000,23000,2,190,0,2,120,7,1,1,1,0,8,1,1,1,2,8,14,12,1
"132",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,1,825,4,0,18,2015,93,2,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,0,0,0,4,185,6,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,2
"134",134,1,545,27,0,18,2015,58,1,53,0,0,1,2,913,617,5,1,1,560,819,0,5,10,25,49500,45800,2,196,0,2,140,6,1,1,5,0,99,1,1,5,0,8,12,12,1
"135",135,1,324,4,0,18,2015,61,1,61,0,0,1,2,22,77,5,1,1,201,819,0,5,16,12,0,64500,2,192,0,2,125,6,1,1,1,5,8,1,1,5,0,8,12,17,1
"136",136,1,1827,4,0,18,2015,62,1,0,0,0,4,2,612,19,1,2,0,0,0,0,0,0,20,30000,0,3,235,11,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,2
"137",137,1,30,4,2,18,2015,67,1,0,0,0,5,5,0,0,5,2,0,0,0,0,0,0,40,0,0,2,200,8,0,0,0,0,0,0,0,0,1,1,1,1,8,13,0,3
"138",138,1,7314,4,0,18,2015,42,1,46,3,9,1,2,21,18,5,1,1,232,786,0,5,8,1,0,45000,3,195,8,2,121,7,1,1,1,5,1,1,1,1,3,8,15,17,1
"139",139,1,879,37,0,18,2015,42,2,0,1,17,3,1,555,637,5,3,0,0,0,0,0,0,10,52000,0,1,145,7,0,0,0,0,0,0,0,0,1,9,1,2,8,99,0,2
"140",140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",144,1,5223,4,5,18,2015,19,1,0,0,0,2,2,562,426,5,2,0,0,0,0,0,0,6,5000,0,1,165,7,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,8
"145",145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,1,4651,4,1,18,2015,39,1,40,4,3,1,3,632,77,5,1,6,0,0,0,5,56,2,72000,0,2,190,11,3,165,8,1,1,1,3,1,1,1,1,0,8,12,15,1
"152",152,1,1431,27,8,18,2015,31,1,34,2,1,1,2,561,429,1,1,5,0,0,0,5,10,20,16000,0,1,250,3,2,150,4,9,1,5,0,99,9,1,5,0,99,12,12,1
"153",153,1,3368,27,0,18,2015,38,1,35,2,7,1,1,2,397,5,1,1,12,697,0,5,15,10,95000,102000,2,170,11,2,125,8,1,1,1,5,8,1,1,1,4,1,16,17,1
"154",154,1,1099,42,8,18,2015,36,1,29,2,1,1,2,385,947,5,1,1,62,758,0,5,8,4,80000,43000,2,180,8,3,160,5,1,1,1,2,8,1,1,1,2,1,14,14,8
"155",155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",156,1,5464,4,0,19,2015,82,2,0,0,0,3,1,0,0,5,3,0,0,0,0,0,0,0,0,0,4,150,2,0,0,0,0,0,0,0,0,1,1,1,2,8,14,0,2
"157",157,1,451,4,0,19,2015,63,1,0,0,0,2,2,613,27,5,2,0,0,0,0,0,0,1,0,0,1,290,6,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,2
"158",158,1,267,4,0,19,2015,62,2,0,0,0,3,3,0,0,5,3,0,0,0,0,0,0,10,0,0,4,200,7,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"159",159,1,8710,4,3,19,2015,33,2,0,1,2,5,4,513,859,1,3,0,0,0,0,0,0,20,18840,0,2,150,5,0,0,0,0,0,0,0,0,1,1,1,0,0,12,0,3
"160",160,1,3264,4,1,19,2015,33,2,0,0,0,5,3,472,538,1,3,0,0,0,0,0,0,25,11530,0,3,240,2,0,0,0,0,0,0,0,0,1,1,1,3,8,15,0,5
"161",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",164,1,140,9,0,22,2015,82,2,0,0,0,4,2,0,0,5,3,0,0,0,0,0,0,0,0,0,2,173,0,0,0,0,0,0,0,0,0,2,3,5,0,8,10,0,2
"165",165,1,669,9,0,22,2015,57,2,0,0,0,4,1,254,786,5,3,0,0,0,0,0,0,8,20000,0,1,218,6,0,0,0,0,0,0,0,0,2,1,1,1,8,13,0,2
"166",166,1,3559,9,0,22,2015,50,1,0,0,0,4,1,636,77,5,2,0,0,0,0,0,0,20,45000,0,1,200,7,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2
"167",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",168,1,5337,9,1,22,2015,50,2,0,2,1,4,4,481,699,5,3,0,0,0,0,0,0,8,49000,0,2,185,2,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"169",169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",170,1,2434,9,8,22,2015,41,2,0,3,6,4,2,313,819,5,3,0,0,0,0,0,0,2,80000,0,2,280,3,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,8
"171",171,1,1342,9,2,22,2015,23,1,22,1,1,1,4,962,417,5,1,1,254,786,0,5,10,5,40000,18000,2,165,9,3,240,6,2,1,1,1,8,2,1,1,2,8,14,13,5
"172",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",173,1,481,4,0,23,2015,64,2,0,0,0,4,3,35,827,1,3,0,0,0,0,0,0,2,82000,0,2,165,4,0,0,0,0,0,0,0,0,1,1,1,4,0,16,0,2
"174",174,1,8988,4,0,23,2015,46,2,0,0,0,2,2,485,447,5,3,0,0,0,0,0,0,2,100000,0,2,140,4,0,0,0,0,0,0,0,0,1,1,1,4,8,16,0,2
"175",175,1,2836,4,0,23,2015,44,1,34,3,2,1,2,0,0,5,1,1,401,868,0,5,21,21,0,72000,2,150,11,3,153,4,1,1,1,3,99,1,1,1,1,0,13,15,1
"176",176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",183,1,7211,15,0,37,2015,68,1,68,0,0,1,2,0,0,5,1,4,0,0,0,5,20,7,0,0,4,165,11,2,125,3,1,1,1,4,8,1,1,1,4,8,16,16,1
"184",184,1,1778,24,0,38,2015,69,1,68,0,0,1,2,21,18,5,1,4,313,948,0,5,23,0,0,6000,2,260,2,3,175,8,1,1,1,2,8,1,1,1,4,8,16,14,1
"185",185,1,63,24,0,39,2015,69,1,67,0,0,1,2,43,389,5,1,1,260,527,0,5,25,2,0,9999999,2,205,10,2,120,2,1,1,1,4,8,1,1,1,4,8,16,16,1
"186",186,1,95,24,0,39,2015,47,2,0,0,0,4,2,833,179,5,3,0,0,0,0,0,0,1,9999999,0,2,115,4,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"187",187,1,5050,24,1,39,2015,45,1,43,1,14,1,2,371,947,5,1,1,143,347,0,5,20,20,72400,51000,1,200,0,2,155,3,1,1,1,4,8,1,1,1,3,8,15,16,1
"188",188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",189,1,1518,15,0,39,2015,43,1,0,0,0,2,1,71,739,5,2,0,0,0,0,0,0,1,250000,0,1,160,7,0,0,0,0,0,0,0,0,4,1,1,4,99,16,0,2
"190",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",193,1,8478,4,8,39,2015,47,1,46,2,13,1,1,642,77,5,1,1,423,769,0,1,3,2,40000,20000,1,210,2,1,110,0,4,1,1,4,8,1,1,1,5,8,17,16,8
"194",194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,1,43,14,0,40,2015,81,2,0,0,0,3,3,0,0,5,3,0,0,0,0,0,0,3,0,0,2,165,1,0,0,0,0,0,0,0,0,1,1,5,0,1,12,0,2
"196",196,1,6205,14,0,40,2015,55,1,54,0,0,1,3,721,608,5,1,1,586,819,0,5,8,1,90000,36000,3,230,9,3,220,2,1,1,1,2,8,1,1,5,0,8,12,14,1
"197",197,1,471,14,0,40,2015,53,2,0,0,0,4,3,0,0,5,3,0,0,0,0,0,0,4,0,0,3,230,6,0,0,0,0,0,0,0,0,1,2,5,0,1,5,0,2
"198",198,1,2380,14,0,40,2015,52,2,0,0,0,4,2,70,959,5,3,0,0,0,0,0,0,3,85000,0,4,167,8,0,0,0,0,0,0,0,0,1,1,1,5,1,17,0,2
"199",199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",201,1,1148,14,0,40,2015,33,2,0,0,0,2,3,472,539,1,3,0,0,0,0,0,0,14,580,0,3,275,11,0,0,0,0,0,0,0,0,1,2,5,0,8,8,0,2
"202",202,1,7466,14,0,40,2015,32,1,0,0,0,4,3,143,307,5,2,0,0,0,0,0,0,0,53000,0,2,170,9,0,0,0,0,0,0,0,0,1,1,1,5,0,17,0,2
"203",203,1,8954,14,2,40,2015,29,1,0,0,0,5,2,770,239,5,2,0,0,0,0,0,0,14,45000,0,3,165,8,0,0,0,0,0,0,0,0,1,3,5,0,8,10,0,3
"204",204,1,8356,14,0,40,2015,28,1,0,0,0,2,2,233,786,5,2,0,0,0,0,0,0,1,46000,0,2,165,8,0,0,0,0,0,0,0,0,1,1,1,5,0,17,0,2
"205",205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",207,1,7541,37,0,40,2015,45,1,47,0,0,1,2,102,689,5,1,1,232,786,0,5,6,4,91000,62000,2,207,5,2,170,11,1,1,1,5,8,1,1,5,0,8,12,17,1
"208",208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",211,1,2673,14,0,40,2015,37,1,35,2,7,1,2,913,447,5,1,1,512,127,0,5,25,2,39000,29000,2,180,8,2,165,6,1,1,1,5,8,1,1,5,0,8,12,17,1
"212",212,1,8445,10,3,40,2015,34,2,0,3,4,5,3,490,497,5,3,0,0,0,0,0,0,6,11000,0,1,115,1,0,0,0,0,0,0,0,0,9,1,1,2,99,14,0,3
"213",213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",214,1,5797,14,0,40,2015,52,1,33,0,0,4,3,790,307,5,1,1,71,427,0,5,10,30,85000,45500,2,220,3,4,120,3,1,1,1,4,0,1,1,1,1,8,13,16,1
"215",215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",216,1,6248,12,4,40,2015,37,1,24,0,0,1,2,401,868,5,1,1,411,868,0,5,30,30,30000,2500,3,245,2,1,160,5,1,3,1,0,8,1,2,1,0,0,12,12,5
"217",217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",228,1,6409,34,0,41,2015,39,2,0,0,0,4,3,0,0,5,3,0,0,0,0,0,0,6,0,0,4,130,2,0,0,0,0,0,0,0,0,1,3,5,0,0,9,0,2
