"","Release_number","interview_id","State","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","life_satisfaction","hd_occ","hd_ind","hd_wtr_unemployed","wtr_wf","hd_employ_status","wf_occ","wf_ind","hd_hrs_work_per_week","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_change_in_marital_status","hd_edu","wf_edu","hd_adj_income"
"10124",1,57,3,0,2521,2015,69,1,0,0,0,4,1,71,768,5,2,0,0,0,0,0,0,10,0,0,1,225,11,0,0,0,0,0,0,0,0,1,1,1,5,8,17,0,2,0
"10125",1,1434,3,0,2521,2015,39,1,0,0,0,2,3,0,0,5,2,0,0,0,0,0,0,8,0,0,4,285,7,0,0,0,0,0,0,0,0,1,1,1,2,8,14,0,2,0
"10126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10129",1,6595,3,0,2521,2015,44,1,37,1,10,1,3,290,869,5,1,1,313,819,0,5,10,5,20000,56000,3,250,10,2,125,2,1,1,1,4,1,1,1,1,2,8,14,16,1,9143.45052876225
"10130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10131",1,6239,43,0,2524,2015,71,1,72,0,0,1,1,0,0,5,1,6,0,0,0,5,10,15,0,0,1,175,10,3,140,1,1,1,1,3,8,1,1,1,5,8,17,15,1,0
"10132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10133",1,6772,43,0,2524,2015,42,1,41,1,15,1,2,154,267,5,1,1,231,786,0,5,20,1,63000,32500,4,220,2,3,135,4,1,1,1,5,8,1,1,1,2,8,14,17,1,28801.8691656011
"10134",1,6012,43,0,2524,2015,45,1,43,3,9,1,2,15,77,5,1,1,492,707,0,5,15,2,75000,110000,3,210,8,1,125,3,1,1,1,3,8,1,1,1,4,8,16,15,1,34287.9394828584
"10135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10136",1,1469,43,0,2525,2015,75,1,67,0,0,4,2,0,0,5,1,1,351,808,0,5,6,0,0,24000,5,162,8,1,164,5,1,1,1,2,8,1,1,1,0,0,12,14,1,0
"10137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10138",1,8909,4,8,2525,2015,53,1,48,0,0,1,2,85,697,5,1,3,0,0,0,1,5,5,1000000,0,1,170,10,1,130,6,4,1,1,5,0,1,1,1,5,0,17,17,8,457172.526438112
"10139",1,6202,43,0,2525,2015,50,1,0,0,0,1,9,841,866,5,2,0,0,0,0,0,0,25,0,0,9,155,1,0,0,0,0,0,0,0,0,1,1,1,5,0,17,0,2,0
"10140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10141",1,3384,43,0,2525,2015,74,1,72,0,0,2,2,0,0,5,1,4,283,909,0,5,25,8,0,50,3,182,8,2,128,5,1,1,1,4,99,1,1,1,5,99,17,16,1,0
"10142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10143",1,5937,43,0,2525,2015,45,1,52,0,0,1,1,715,467,5,1,1,23,787,0,5,8,4,47000,41000,1,200,1,1,130,4,1,1,1,3,0,1,1,1,4,8,16,15,1,21487.1087425913
"10144",1,3313,43,0,2526,2015,83,1,79,0,0,1,2,0,0,5,1,4,0,0,0,5,30,8,0,0,2,218,1,3,180,6,1,1,5,0,8,1,1,1,2,8,14,12,1,0
"10145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10149",1,4383,43,0,2526,2015,28,2,0,2,7,4,3,360,819,5,3,0,0,0,0,0,0,12,23000,0,3,168,9,0,0,0,0,0,0,0,0,1,1,1,2,0,14,0,2,10514.9681080766
"10150",1,6471,49,1,2526,2015,24,2,0,2,3,2,2,411,866,1,3,0,0,0,0,0,0,16,14300,0,2,135,4,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,2,6537.56712806501
"10151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10152",1,4054,43,0,2526,2015,57,1,57,0,0,1,2,732,59,5,1,1,500,389,0,5,5,3,30160,59941,3,300,2,2,160,6,1,1,5,0,8,1,2,5,0,8,11,12,1,13788.3233973735
"10153",1,5394,43,0,2526,2015,37,2,0,2,8,4,3,403,829,1,3,0,0,0,0,0,0,4,500,0,2,105,2,0,0,0,0,0,0,0,0,1,3,5,0,8,11,0,2,228.586263219056
"10154",1,7561,43,0,2526,2015,62,1,60,0,0,1,2,913,447,5,1,1,80,389,0,5,10,7,65000,36000,2,270,0,1,220,9,1,1,5,0,0,1,1,5,0,0,12,12,1,29716.2142184773
"10155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10156",1,7434,43,0,2526,2015,45,1,42,1,3,1,3,100,948,5,1,1,100,999,0,5,10,5,38000,36000,5,230,10,2,220,7,1,1,1,2,0,1,1,1,4,0,16,14,1,17372.5560046483
"10157",1,1072,43,0,2527,2015,81,2,0,0,0,3,3,0,0,5,3,0,0,0,0,0,0,14,0,0,3,160,98,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2,0
"10158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10160",1,774,41,1,2529,2015,90,2,0,0,0,3,2,0,0,5,3,0,0,0,0,0,0,1,0,0,3,107,11,0,0,0,0,0,0,0,0,1,1,1,4,1,16,0,2,0
"10161",1,1525,48,0,2529,2015,64,1,54,0,0,1,2,0,0,5,1,1,554,637,0,5,0,13,0,82633,2,160,7,2,210,5,1,1,1,4,0,1,1,5,0,0,12,16,1,0
"10162",1,5956,48,1,2529,2015,43,1,0,0,0,4,1,0,0,5,2,0,0,0,0,0,0,6,0,0,4,200,9,0,0,0,0,0,0,0,0,1,1,5,0,1,12,0,5,0
"10163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10167",1,1624,9,1,2530,2015,61,1,63,0,0,1,1,803,298,5,1,4,790,217,0,5,20,5,60000,23000,3,220,11,2,200,3,1,1,1,1,8,1,1,1,1,8,13,13,1,27430.3515862867
"10168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10170",1,2919,48,0,2530,2015,42,1,42,2,10,1,3,101,819,5,1,1,585,699,0,1,15,12,99400,11900,1,155,11,3,180,4,1,1,5,0,8,1,1,1,4,8,16,12,1,45442.9491279484
"10171",1,4462,2,0,2530,2015,38,2,0,1,11,4,3,13,758,5,3,0,0,0,0,0,0,7,56000,0,3,180,9,0,0,0,0,0,0,0,0,1,1,1,3,0,15,0,2,25601.6614805343
"10172",1,396,48,0,2530,2015,35,1,0,0,0,4,4,913,339,5,2,0,0,0,0,0,0,10,9999998,0,5,185,2,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2,4571724.35003607
"10173",1,8837,48,0,2530,2015,29,1,0,0,0,2,2,122,268,5,2,0,0,0,0,0,0,7,55000,0,2,205,3,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2,25144.4889540962
"10174",1,8805,12,8,2530,2015,27,1,0,0,0,5,2,960,559,5,2,0,0,0,0,0,0,2,40000,0,3,182,11,0,0,0,0,0,0,0,0,1,1,1,1,0,13,0,8,18286.9010575245
"10175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10180",1,8220,12,0,2530,2015,51,1,51,1,15,1,2,56,818,5,1,1,15,396,0,5,10,3,85000,75000,2,175,11,3,160,6,1,1,1,0,8,4,1,1,4,1,16,12,1,38859.6647472395
"10181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10183",1,3398,2,0,2530,2015,44,1,41,2,8,1,1,141,339,5,1,1,360,819,0,5,14,1,115000,26000,3,210,2,3,147,6,1,1,1,2,0,1,1,1,4,0,16,14,1,52574.8405403829
"10184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10189",1,8714,48,1,2530,2015,45,1,35,2,1,1,2,804,268,5,1,1,53,827,0,5,2,10,60000,28000,3,230,11,3,200,9,9,9,1,1,99,9,0,0,0,99,99,13,1,27430.3515862867
"10190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10193",1,4426,9,0,2532,2015,32,1,32,1,2,1,2,22,77,5,1,1,999,699,0,5,6,6,82000,9999999,2,230,1,1,110,7,1,1,1,4,8,1,1,1,4,0,16,16,1,37488.1471679252
"10194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10195",1,1762,9,1,2532,2015,54,1,58,0,0,1,2,2,729,5,1,4,0,0,0,5,20,6,148000,0,3,240,5,2,184,6,1,1,1,3,8,1,1,1,1,0,13,15,1,67661.5339128406
"10196",1,8654,9,1,2532,2015,28,1,29,2,1,1,2,851,888,5,1,6,570,818,0,5,15,5,0,35000,2,250,1,2,140,7,1,1,1,2,8,1,1,1,1,8,13,14,1,0
"10197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10203",1,3341,28,0,2537,2015,67,1,67,0,0,1,1,272,866,5,1,1,542,939,0,5,20,5,2975,200,1,200,0,1,190,11,1,1,1,5,1,1,1,1,5,1,17,17,1,1360.08826615338
"10204",1,580,9,0,2537,2015,65,1,52,0,0,1,1,931,609,5,1,4,270,856,0,5,20,0,27000,1000,2,220,9,2,220,6,1,1,1,5,8,1,1,1,5,1,17,17,1,12343.658213829
"10205",1,504,28,0,2537,2015,43,1,47,0,0,1,2,71,739,5,1,1,71,739,0,5,4,6,200000,240000,2,240,3,2,160,8,1,1,1,4,8,1,1,1,4,1,16,16,1,91434.5052876225
"10206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10207",1,4634,30,1,2537,2015,33,1,0,0,0,2,2,130,729,5,2,0,0,0,0,0,0,5,45000,0,1,165,10,0,0,0,0,0,0,0,0,1,1,1,5,8,17,0,5,20572.7636897151
"10208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10213",1,1939,4,0,2538,2015,31,1,0,0,0,2,2,43,747,5,2,0,0,0,0,0,0,2,130000,0,2,190,11,0,0,0,0,0,0,0,0,1,1,1,4,1,16,0,2,59432.4284369546
"10214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10215",1,4484,20,0,2538,2015,67,1,66,0,0,1,2,210,727,5,1,1,234,786,0,5,10,4,100000,17500,2,175,8,1,145,5,1,1,1,5,1,1,1,1,5,1,17,17,1,45717.2526438112
"10216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10222",1,8735,9,8,2540,2015,25,2,0,1,1,2,4,0,0,1,3,0,0,0,0,0,0,7,0,0,3,215,2,0,0,0,0,0,0,0,0,1,3,5,0,1,10,0,8,0
"10223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10226",1,4702,4,0,2541,2015,63,2,0,2,13,2,3,492,707,5,3,0,0,0,0,0,0,12,0,0,3,160,5,0,0,0,0,0,0,0,0,1,1,1,5,2,17,0,2,0
"10227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10230",1,1262,34,0,2545,2015,75,2,0,0,0,4,1,0,0,5,3,0,0,0,0,0,0,3,0,0,3,109,1,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2,0
"10231",1,1265,34,0,2545,2015,71,2,0,0,0,4,3,0,0,5,3,0,0,0,0,0,0,15,0,0,3,125,1,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2,0
